sourceTaxonId,sourceTaxonName,sourceLifeStageId,sourceLifeStageName,interactionTypeId,interactionTypeName,targetTaxonId,targetTaxonName,targetBodyPartId,targetBodyPartName,targetLifeStageId,targetLifeStageName,localityId,sourcelocalityName,localityName,CountryCode,localityCountry,localityProvinceId,localityProvinceName,localityEcoregionId,localityEcoregionName,decimalLatitude,decimalLongitude,localityGeometricShape,targetClass,targetOrder,targetFamily,targetGenus,targetSubgenus,targetSpecies,sourcePhylum,sourceClass,sourceOrder,sourceFamily,sourceGenus,sourceSubgenus,sourceSpecies,sourceSubspecies,ReferenceAbbreviation,referenceCitation,referenceDoi,referenceURL,,,,,,,,,,,,,,,
WORMS:422153,Dissodactylus primitivus,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:367846,Meoma ventricosa,UBERON:0004529,anatomical projection ,UBERON:0007756,adult organism,,Literature,Discovery Bay,ISO_2:JM,Jamaica,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:65,Greater Antilles,18.46666667,-77.4,Point ,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,primitivus,,De Bruyn et al. 2009,"De Bruyn, Colin, Rigaud, T., David, B., & De Ridder, C. (2009). Symbiosis between the pea crab Dissodactylus primitivus and its echinoid host Meoma ventricosa: Potential consequences for the crab mating system. Marine Ecology Progress Series, 375(2007), 173–183. ",doi:10.3354/meps07733,https://www.int-res.com/abstracts/meps/v375/p173-183/,,,,,,,,,,,,,,,
WORMS:422153,Dissodactylus primitivus,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:367846,Meoma ventricosa,UBERON:0004529,anatomical projection ,UBERON:0007757,adult organism,,Literature,Dairy Bull,ISO_2:JM,Jamaica,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:65,Greater Antilles,18.46666667,-77.38333333,Point ,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,primitivus,,De Bruyn et al. 2009,"De Bruyn, Colin, Rigaud, T., David, B., & De Ridder, C. (2009). Symbiosis between the pea crab Dissodactylus primitivus and its echinoid host Meoma ventricosa: Potential consequences for the crab mating system. Marine Ecology Progress Series, 375(2007), 173–183. ",doi:10.3354/meps07733,https://www.int-res.com/abstracts/meps/v375/p173-183/,,,,,,,,,,,,,,,
WORMS:422153,Dissodactylus primitivus,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007758,adult organism,,,,,,,,,,,,,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,primitivus,,De Bruyn et al. 2016,"De Bruyn, C., David, B., Motreuil, S., Caulier, G., Jossart, Q., Rigaud, T., & De Ridder, C. (2016). Should I stay or should I go? Causes and dynamics of host desertion by a parasitic crab living on echinoids. Marine Ecology Progress Series, 546(March), 163–171. ",doi:10.3354/meps11616,https://www.int-res.com/abstracts/meps/v546/p163-171/,,,,,,,,,,,,,,,
WORMS:422153,Dissodactylus primitivus,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007759,adult organism,GeoNames:3490717,GeoNames,Discovery Bay,ISO_2:JM,Jamaica,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:65,Greater Antilles,18.46411,-77.40699,Point,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,primitivus,,De Bruyn et al. 2016,"De Bruyn, C., David, B., Motreuil, S., Caulier, G., Jossart, Q., Rigaud, T., & De Ridder, C. (2016). Should I stay or should I go? Causes and dynamics of host desertion by a parasitic crab living on echinoids. Marine Ecology Progress Series, 546(March), 163–171. ",doi:10.3354/meps11616,https://www.int-res.com/abstracts/meps/v546/p163-171/,,,,,,,,,,,,,,,
WORMS:353274,Meomicola amplectans ,UBERON:0007023,adult organism,RO:0002632,ectoparasite of ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007760,adult organism,,,,,,,,,,,,,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Hexanauplia,Cyclopoida,Synapticolidae,Meomicola,,amplectans,,WORMS 2019,WoRMS Editorial Board (2019). World Register of Marine Species.  ,doi:10.14284/170,http://www.marinespecies.org at VLIZ,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007761,adult organism,GeoNames:3668603,GeoNames,Bahía de Santa Marta,ISO_2:CO,Colombia ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:67,Southwestern Caribbean,11.24103,-74.21884,Point,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007762,adult organism,GeoNames:3709149,GeoNames,Isla Grande,ISO_2:PA,Panama,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:67,Southwestern Caribbean,9.63377,-79.5626,Point,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007763,adult organism,GeoNames:7170278,GeoNames,City of Key West,ISO_2:US,United States ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:70,Floridian,24.56404,-81.77678,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007764,adult organism,GeoNames:4145903,GeoNames,Alligator Reef,ISO_2:US,United States,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:70,Floridian,24.85041,-80.61645,Point,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007765,adult organism,GeoNames:4164726,GeoNames,Molasses Reef Channel ,ISO_2:US,United States,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:70,Floridian,25.02374,-80.38144,Point,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007766,adult organism,GeoNames:4145698,GeoNames,Ajax Reef ,ISO_2:US,United States,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:70,Floridian,25.3965,-80.13644,Point,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007767,adult organism,GeoNames:4175732,GeoNames,Triumph Reef,ISO_2:US,United States,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:70,Floridian,25.4865,-80.11505,Point,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007768,adult organism,GeoNames:9845485,GeoNames,Fowey Rocks ,ISO_2:US,United States,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:70,Floridian,25.59207,-80.09746,Point,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007769,adult organism,GeoNames:4155967,GeoNames,Fort Lauderdale Beach,ISO_2:US,United States,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:70,Floridian,26.14064,-80.10199,Point,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007770,adult organism,GeoNames:3572807,GeoNames,Bimini,ISO_2:BS,Bahamas,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:63,Bahamian,25.70444,-79.28889,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007771,adult organism,GeoNames:3572309,GeoNames,Grand Bahama Island,ISO_2:BS,Bahamas,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:63,Bahamian,26.63333,-78.41667,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007772,adult organism,GeoNames:8030542,GeoNames,Central Abaco District,ISO_2:BS,Bahamas,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:63,Bahamian,26.43917,-77.12972,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007773,adult organism,GeoNames:8030543,GeoNames,Central Andros District ,ISO_2:BS,Bahamas,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:63,Bahamian,24.43889,-77.95194,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007774,adult organism,GeoNames:3571809,GeoNames,Berry Islands District ,ISO_2:BS,Bahamas,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:63,Bahamian,25.72111,-77.83139,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007775,adult organism,GeoNames:3571814,GeoNames,New Providence,ISO_2:BS,Bahamas,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:63,Bahamian,25.03042,-77.40431,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007776,adult organism,GeoNames:3572427,GeoNames,Exuma District ,ISO_2:BS,Bahamas,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:63,Bahamian,23.56944,-75.88417,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007777,adult organism,GeoNames:3573345,GeoNames,Bermuda,ISO_2:BM,Bermuda,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:62,Bermuda,32.33022,-64.74003,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007778,adult organism,GeoNames:4566966,GeoNames,Puerto Rico,ISO_2:,Puerto Rico,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:65,Greater Antilles,18.24829,-66.49989,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Chesher 1969,"Chesher, R. H. (1969). Contributions to the biology of Meoma ventricosa (Echinoidea: Spatangoida). Bulletin of Marine Science, 19(1), 72–110.",,https://www.ingentaconnect.com/content/umrsmas/bullmar/1969/00000019/00000001/art00005,,,,,,,,,,,,,,,
WORMS:422153,Dissodactylus primitivus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007779,adult organism,GeoNames:3374084,GeoNames,Barbados,ISO_2:BB,Barbados,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:64,Eastern Caribbean,13.16453,-59.55165,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,primitivus,,Lima et al. 2014,"Lima, S. F. B., Queiroz, V., de Laguna, I. H. B., & Mioso, R. (2014). New host for Dissodactylus crinitichelis (Decapoda, Pinnotheridae): First record of occurrence on Mellita quinquiesperforata (Echinodermata, Echinoidea). Spixiana, 37(1), 61–68.",,https://pfeil-verlag.de/wp-content/uploads/2015/05/spix37_1_08.pdf,,,,,,,,,,,,,,,
WORMS:422153,Dissodactylus primitivus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007780,adult organism,GeoNames:3489940,GeoNames,Jamaica,ISO_2:JM,Jamaica,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:65,Greater Antilles,18.16667,-77.25,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,primitivus,,Lima et al. 2014,"Lima, S. F. B., Queiroz, V., de Laguna, I. H. B., & Mioso, R. (2014). New host for Dissodactylus crinitichelis (Decapoda, Pinnotheridae): First record of occurrence on Mellita quinquiesperforata (Echinodermata, Echinoidea). Spixiana, 37(1), 61–68.",,https://pfeil-verlag.de/wp-content/uploads/2015/05/spix37_1_08.pdf,,,,,,,,,,,,,,,
WORMS:422151,Dissodactylus crinitichelis,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007781,adult organism,GeoNames:3463930,GeoNames, Espírito Santo ,ISO_2:BR,Brazil ,SPALDING_P:14,Tropical Southwestern Atlantic,SPALDING_R:76,Eastern Brazil,-20,-40.75,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,crinitichelis,,Lima et al. 2014,"Lima, S. F. B., Queiroz, V., de Laguna, I. H. B., & Mioso, R. (2014). New host for Dissodactylus crinitichelis (Decapoda, Pinnotheridae): First record of occurrence on Mellita quinquiesperforata (Echinodermata, Echinoidea). Spixiana, 37(1), 61–68.",,https://pfeil-verlag.de/wp-content/uploads/2015/05/spix37_1_08.pdf,,,,,,,,,,,,,,,
WORMS:422151,Dissodactylus crinitichelis,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007782,adult organism,GeoNames:3668603,GeoNames,Bahía de Santa Marta,ISO_2:CO,Colombia ,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:67,Southwestern Caribbean,11.24103,-74.21884,Point,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,crinitichelis,,Lima et al. 2014,"Lima, S. F. B., Queiroz, V., de Laguna, I. H. B., & Mioso, R. (2014). New host for Dissodactylus crinitichelis (Decapoda, Pinnotheridae): First record of occurrence on Mellita quinquiesperforata (Echinodermata, Echinoidea). Spixiana, 37(1), 61–68.",,https://pfeil-verlag.de/wp-content/uploads/2015/05/spix37_1_08.pdf,,,,,,,,,,,,,,,
WORMS:422149,Clypeasterophilus rugatus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007783,adult organism,,Literature,Bahía de Matanzas,ISO_2:CU,Cuba,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:65,Greater Antilles,23.08333333,-81.48333333,Point ,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Clypeasterophilus,,rugatus,,Campos & Solís-Marín 1998,"Campos, E., & Solís-Marín, F. (1998). New records of crabs (Pinnotheridae) symbiotic with irregular echinoids in Cuba. Caribbean Journal of Science, 34(3–4), 329–330.",,https://www.researchgate.net/publication/236153295_New_record_of_crabs_Crustacea_Brachyura_Pinnotheridae_symbiotic_with_irregular_echinoids_in_Cuba,,,,,,,,,,,,,,,
WORMS:422153,Dissodactylus primitivus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007784,adult organism,,Literature,Bahía de Matanzas,ISO_2:CU,Cuba,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:65,Greater Antilles,23.08333333,-81.48333333,Point ,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,primitivus,,Campos & Solís-Marín 1998,"Campos, E., & Solís-Marín, F. (1998). New records of crabs (Pinnotheridae) symbiotic with irregular echinoids in Cuba. Caribbean Journal of Science, 34(3–4), 329–330.",,https://www.researchgate.net/publication/236153295_New_record_of_crabs_Crustacea_Brachyura_Pinnotheridae_symbiotic_with_irregular_echinoids_in_Cuba,,,,,,,,,,,,,,,
WORMS:422153,Dissodactylus primitivus,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0002416,Body surface ,UBERON:0007785,adult organism,,,,,,,,,,,,,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,primitivus,,Campos & Solís-Marín 1998,"Campos, E., & Solís-Marín, F. (1998). New records of crabs (Pinnotheridae) symbiotic with irregular echinoids in Cuba. Caribbean Journal of Science, 34(3–4), 329–330.",,https://www.researchgate.net/publication/236153295_New_record_of_crabs_Crustacea_Brachyura_Pinnotheridae_symbiotic_with_irregular_echinoids_in_Cuba,,,,,,,,,,,,,,,
WORMS:422852,Neaeromya  ,UBERON:0007023,adult organism,RO_0002441,commensually interacts with ,WORMS:367846,Meoma ventricosa,UBERON:0004529,anatomical projection ,UBERON:0007786,adult organism,GeoNames:4162792,GeoNames,Looe Key,ISO_2:US,United States,SPALDING_P:12,Tropical Northwestern Atlantic,SPALDING_R:70,Floridian,24.54848,-81.40591,Point,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Neaeromya,,,,Hendler et al. 1995,"Hendler, G., Miller, J. E., Pawson, D. L., & Kier, P. M. (1995). Sea Stars, Sea Urchins and Allies: Echinoderms of Florida and the Caribbean (G. Hendler, Ed.). Florida: Smithsonian Institution.",,"https://books.google.com.mx/books?id=-0MWAQAAIAAJ&pg=PR4&dq=Sea+Stars,+Sea+Urchins+and+Allies:+Echinoderms+of+Florida+and+the+Caribbean&hl=es-419&sa=X&ved=0ahUKEwiVpM_8wdDjAhVlUt8KHdgBBrAQ6wEITzAF",,,,,,,,,,,,,,,
WORMS:158411,Dissodactylus,UBERON:0007023,adult organism,RO:0002634,endoparasite of,WORMS:367846,Meoma ventricosa,AEO:0000186,body cavity ,UBERON:0007787,adult organism,GeoNames:3686110,GeoNames,Republic of Colombia ,ISO_2:CO,Colombia ,SPALDING_P:12,Tropical Northwestern Atlantic,,-,"
4",-73.25,Poligon,Echinoidea,Spatangoida,Brissidae,Meoma,,ventricosa,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,,,,Hendler et al. 1995,"Hendler, G., Miller, J. E., Pawson, D. L., & Kier, P. M. (1995). Sea Stars, Sea Urchins and Allies: Echinoderms of Florida and the Caribbean (G. Hendler, Ed.). Florida: Smithsonian Institution.",,"https://books.google.com.mx/books?id=-0MWAQAAIAAJ&pg=PR4&dq=Sea+Stars,+Sea+Urchins+and+Allies:+Echinoderms+of+Florida+and+the+Caribbean&hl=es-419&sa=X&ved=0ahUKEwiVpM_8wdDjAhVlUt8KHdgBBrAQ6wEITzAF",,,,,,,,,,,,,,,
